country,target_iso3,analysis_scope,n_mentions,n_speeches,n_speakers,first_year,last_year,mean_concreteness,mean_sentiment
ESP,CZE,reciprocal_asymmetry_candidate,2,2,2,2017,2022,3.2415000000000003,1.7950000166893005
FRA,ISL,reciprocal_asymmetry_candidate,2,1,1,2018,2018,3.2095000000000002,1.8509999513626099
FRA,CAF,external_target_salience,2,2,2,2019,2021,3.325,1.0005000177770853
NOR,COL,external_target_salience,2,2,2,2016,2018,3.2345,2.5439999103546143
LVA,IDN,external_target_salience,2,2,1,2017,2017,3.3245,1.553000032901764
SVN,TUN,external_target_salience,2,2,2,2019,2021,3.2104999999999997,2.9485000371932983
EST,HRV,reciprocal_asymmetry_candidate,2,2,2,2016,2017,3.241,3.078499913215637
PRT,NZL,external_target_salience,2,2,2,2019,2022,3.1995,1.7910000383853912
PRT,LVA,reciprocal_asymmetry_candidate,2,2,2,2021,2021,3.2270000000000003,0.5985000133514404
EST,ETH,external_target_salience,2,2,2,2018,2018,3.2155,1.5705000162124634
ITA,CHL,external_target_salience,2,2,2,2017,2017,3.2515,0.2525000050663948
GRC,THA,external_target_salience,2,2,2,2015,2020,3.27,2.1294999718666077
HRV,MNG,external_target_salience,2,2,1,2020,2020,3.21,2.746000051498413
SWE,SEN,external_target_salience,2,1,1,2019,2019,3.2865,1.6009999811649323
NLD,CHL,external_target_salience,2,2,2,2017,2021,3.2590000000000003,1.8275000303983688
AUT,ESH,external_target_salience,2,2,2,2015,2016,3.194,1.9264999404549599
AUT,SGP,external_target_salience,2,2,2,2015,2019,3.193,3.8899999856948853
HUN,TJK,external_target_salience,2,2,1,2019,2019,3.195,0.4299999848008156
AUT,VNM,external_target_salience,2,2,2,2015,2019,3.2110000000000003,0.44900001387577504
FRA,MDA,external_target_salience,2,2,1,2021,2021,3.2295,2.244999945163727
HUN,ETH,external_target_salience,2,2,2,2017,2019,3.1605,3.1755000352859497
ESP,ARM,external_target_salience,2,2,2,2022,2022,3.1805000000000003,0.730500016361475
NLD,TJK,external_target_salience,2,2,2,2021,2021,3.2664999999999997,3.5429999828338623
BGR,LIE,external_target_salience,2,2,2,2016,2016,3.2765,2.948499917984009
NLD,TZA,external_target_salience,2,2,2,2015,2015,3.215,2.105500042438507
POL,MRT,external_target_salience,2,2,2,2016,2017,3.2085,3.303499937057495
SVN,PAN,external_target_salience,2,2,2,2019,2022,3.2279999999999998,1.4124999791383743
ESP,JPN,external_target_salience,2,2,2,2016,2018,3.1975,2.4314999878406525
ITA,GAB,external_target_salience,2,2,2,2017,2020,3.2015000000000002,1.657999999821186
FIN,COL,external_target_salience,2,2,1,2020,2021,3.224,0.3255000039935112
EST,SGP,external_target_salience,2,2,2,2017,2019,3.2355,2.368499994277954
CZE,LKA,external_target_salience,2,2,2,2015,2016,3.3899999999999997,2.72599995136261
LVA,NAM,external_target_salience,2,1,1,2019,2019,3.427,0.032999999821186066
CZE,ZAF,external_target_salience,2,2,2,2016,2018,3.3545,2.1219999939203262
ISL,CYP,external_target_salience,2,2,2,2020,2021,3.285,1.7120000123977661
CZE,IND,external_target_salience,2,2,2,2016,2018,3.2350000000000003,3.566499948501587
LVA,NZL,external_target_salience,2,2,2,2018,2022,3.225,0.45799998939037323
NLD,CUB,external_target_salience,2,2,2,2015,2016,3.316,1.2415000349283218
SWE,MYS,external_target_salience,2,2,2,2015,2021,3.2435,0.7335000187158585
HRV,ETH,external_target_salience,2,2,2,2016,2016,3.13,3.4884999990463257
PRT,EGY,external_target_salience,2,2,2,2018,2020,3.133,2.715999960899353
FRA,MRT,external_target_salience,2,2,2,2018,2018,3.238,0.8250000178813934
SVN,MDA,external_target_salience,2,2,2,2017,2018,3.271,2.6414999961853027
POL,ARE,external_target_salience,2,2,2,2016,2017,3.3514999999999997,1.6719999462366104
SVN,PRI,external_target_salience,2,2,1,2016,2016,3.2615,1.5279999673366547
LVA,AUT,reciprocal_asymmetry_candidate,2,1,1,2018,2018,3.214,0.09649999812245369
LVA,MKD,external_target_salience,2,1,1,2020,2020,3.4,2.743000030517578
TUR,MDA,external_target_salience,2,2,2,2016,2016,3.201,2.665500044822693
ISL,HND,external_target_salience,2,1,1,2020,2020,3.3289999999999997,1.2834999859333038
HUN,MRT,external_target_salience,2,2,2,2015,2021,3.2329999999999997,2.0634999871253967
ISL,ERI,external_target_salience,2,2,2,2015,2015,3.2655000000000003,0.6349999904632568
EST,ARM,external_target_salience,2,2,2,2019,2019,3.231,0.8915000036358833
TUR,JPN,external_target_salience,2,2,2,2015,2022,3.205,3.534500002861023
FIN,GEO,external_target_salience,2,2,2,2016,2017,3.2325,3.6595001220703125
ESP,CMR,external_target_salience,2,2,2,2022,2022,3.2305,0.42400000989437103
HRV,TWN,external_target_salience,2,2,1,2020,2020,3.227,3.2109999656677246
SVN,PER,external_target_salience,2,1,1,2020,2020,3.3765,1.8324999809265137
ESP,GEO,external_target_salience,2,2,1,2022,2022,3.194,4.053499937057495
SRB,MLI,external_target_salience,2,2,2,2016,2019,3.2075,1.9340000487864017
ISL,SLV,external_target_salience,2,1,1,2020,2020,3.3715,1.2834999859333038
BGR,SOM,external_target_salience,2,2,2,2018,2022,3.2245,0.28600000590085983
GRC,KEN,external_target_salience,2,2,1,2016,2016,3.2205000000000004,0.32350000739097595
GRC,ZAF,external_target_salience,2,2,2,2019,2021,3.2794999999999996,0.8080000281333923
BGR,SVN,reciprocal_asymmetry_candidate,2,2,2,2021,2021,3.1895,2.240499973297119
BEL,DOM,external_target_salience,2,2,2,2015,2016,3.2645,2.909999966621399
POL,ZAF,external_target_salience,2,2,2,2019,2022,3.2824999999999998,2.8589999675750732
TUR,ARG,external_target_salience,2,2,2,2017,2019,3.2355,1.6974999830126762
BIH,IDN,external_target_salience,2,1,1,2017,2017,3.3785,4.002999782562256
PRT,CZE,reciprocal_asymmetry_candidate,2,2,2,2017,2022,3.2405,1.9345000442117453
HRV,MDA,external_target_salience,2,1,1,2020,2020,3.2385,1.7340000346302986
HRV,HKG,external_target_salience,2,2,1,2017,2017,3.277,5.151000022888184
HRV,COL,external_target_salience,2,2,2,2017,2019,3.1814999999999998,2.947000026702881
UKR,JPN,external_target_salience,2,2,2,2015,2017,3.2135,2.212500035762787
BEL,PER,external_target_salience,2,2,2,2019,2019,3.2695,0.8665000200271606
HRV,PRK,external_target_salience,2,1,1,2017,2017,3.2595,3.5700000524520874
PRT,NGA,external_target_salience,2,2,1,2016,2021,3.1515,4.246500015258789
BEL,CRI,external_target_salience,2,2,2,2015,2021,3.278,2.225000023841858
PRT,BEL,reciprocal_asymmetry_candidate,2,2,2,2018,2021,3.205,1.1324999779462814
HUN,LKA,external_target_salience,2,2,2,2015,2022,3.2645,0.37300000339746475
GBR,FRO,external_target_salience,2,2,2,2019,2019,3.2779999999999996,1.1910000294446945
FRA,GMB,external_target_salience,2,2,2,2020,2021,3.2815,1.6574999690055847
HUN,PRK,external_target_salience,2,2,2,2017,2019,3.2960000000000003,0.24000000208616257
PRT,ARG,external_target_salience,2,2,2,2017,2022,3.1710000000000003,1.848499983549118
LVA,ARM,external_target_salience,2,1,1,2021,2021,3.3255,0.6800000369548798
HUN,THA,external_target_salience,2,2,2,2015,2018,3.1885,1.5020000338554382
BIH,LUX,external_target_salience,2,2,2,2017,2021,3.1555,3.280500054359436
LVA,SVN,reciprocal_asymmetry_candidate,2,2,2,2018,2019,3.233,1.6514999568462372
HUN,HKG,external_target_salience,2,2,1,2016,2019,3.253,3.228999972343445
EST,DZA,external_target_salience,2,2,2,2015,2015,3.2095000000000002,0.47099998593330383
CZE,MNE,external_target_salience,2,2,2,2016,2020,3.2045,0.8019999861717224
POL,LKA,external_target_salience,2,2,1,2016,2016,3.3034999999999997,0.8474999964237213
SWE,VNM,external_target_salience,2,2,2,2016,2017,3.2415,2.5105000734329224
TUR,IRL,external_target_salience,2,2,2,2019,2020,3.2175000000000002,0.8109999801963568
SRB,SUR,external_target_salience,2,1,1,2019,2019,3.213,2.057999938726425
BGR,KWT,external_target_salience,2,2,2,2015,2015,3.1470000000000002,0.8389999866485596
FRA,SOM,external_target_salience,2,2,2,2017,2022,3.255,0.6545000076293945
FRA,KAZ,external_target_salience,2,2,2,2017,2017,3.224,0.15300000086426735
SWE,COG,external_target_salience,2,2,1,2015,2021,3.363,0.3205000013113022
SRB,KAZ,external_target_salience,2,2,2,2018,2019,3.233,3.4555001258850098
ISL,MWI,external_target_salience,2,1,1,2022,2022,3.393,2.4170000553131104
SVN,SDN,external_target_salience,2,2,2,2017,2019,3.2205,2.255999982357025
GBR,GGY,external_target_salience,2,2,2,2015,2016,3.241,2.233500063419342
UKR,MDA,external_target_salience,2,2,2,2015,2015,3.2744999999999997,2.044000029563904
TUR,FIN,reciprocal_asymmetry_candidate,2,2,2,2015,2019,3.3615,3.4410001039505005
SRB,PER,external_target_salience,2,1,1,2019,2019,3.232,0.7104999870061874
TUR,ETH,external_target_salience,2,2,2,2017,2021,3.192,3.325000047683716
FIN,BGR,reciprocal_asymmetry_candidate,2,2,2,2016,2018,3.198,1.296500027179718
POL,CHL,external_target_salience,2,2,2,2016,2021,3.2385,1.8204999715089798
HUN,ISL,reciprocal_asymmetry_candidate,2,2,2,2015,2019,3.207,2.809000015258789
ITA,NIC,external_target_salience,2,1,1,2019,2019,3.24,3.6089999675750732
BEL,LAO,external_target_salience,2,1,1,2020,2020,3.325,2.5250000953674316
SRB,SOM,external_target_salience,2,2,2,2015,2015,3.2344999999999997,1.341000011190772
SRB,MAR,external_target_salience,2,2,2,2015,2020,3.2409999999999997,1.2555000092834234
FIN,FRO,external_target_salience,2,2,2,2017,2019,3.2215,2.565000057220459
TUR,TJK,external_target_salience,2,2,2,2017,2020,3.209,1.265999972820282
PRT,NER,external_target_salience,2,2,1,2016,2021,3.1515,4.246500015258789
ITA,CIV,external_target_salience,2,2,2,2017,2022,3.197,1.185999982059002
UKR,GRC,reciprocal_asymmetry_candidate,2,2,2,2015,2020,3.2590000000000003,3.9149999618530273
HRV,SEN,external_target_salience,2,2,2,2016,2016,3.13,3.4884999990463257
HUN,PSE,external_target_salience,2,2,2,2015,2017,3.2435,2.106000006198883
SVN,NZL,external_target_salience,2,2,2,2016,2018,3.3085,2.999000072479248
GRC,TCD,external_target_salience,2,2,2,2020,2020,3.2645,3.671000123023987
EST,BHR,external_target_salience,2,2,2,2016,2016,3.1645000000000003,2.015500068664551
NLD,AZE,external_target_salience,2,2,2,2015,2021,3.2565,2.39099994674325
POL,PRK,external_target_salience,2,2,2,2016,2018,3.2720000000000002,0.16450000554323196
CZE,COG,external_target_salience,2,2,2,2016,2022,3.2809999999999997,2.7044999599456787
FIN,KOR,external_target_salience,2,2,2,2017,2018,3.1915,2.854499936103821
NLD,CYM,external_target_salience,2,2,2,2016,2019,3.2750000000000004,1.5955000221729279
EST,PER,external_target_salience,2,1,1,2018,2018,3.1505,1.0770000144839287
FIN,KEN,external_target_salience,2,2,1,2016,2016,3.205,2.17849999666214
AUT,PSE,external_target_salience,2,2,2,2016,2016,3.242,4.048999905586243
ESP,PRK,external_target_salience,2,2,2,2017,2022,3.2415000000000003,0.5465000048279762
ITA,UGA,external_target_salience,2,2,2,2013,2015,3.2344999999999997,2.1920000314712524
TUR,ALB,external_target_salience,2,2,2,2019,2022,3.2515,3.6495001316070557
NLD,MRT,external_target_salience,2,2,2,2015,2021,3.1959999999999997,2.756500005722046
FIN,PNG,external_target_salience,2,2,1,2016,2016,3.4985,0.4909999817609787
PRT,LTU,external_target_salience,2,2,2,2021,2021,3.2270000000000003,0.5985000133514404
ITA,TZA,external_target_salience,2,2,2,2017,2020,3.223,1.161999985575676
HRV,TUN,external_target_salience,2,2,2,2015,2018,3.2394999999999996,0.059500000381376594
NLD,VNM,external_target_salience,2,2,2,2019,2021,3.306,0.3499999940395355
ISL,KEN,external_target_salience,2,2,2,2021,2022,3.2615,2.2420000433921814
FRA,NPL,external_target_salience,2,2,2,2022,2022,3.2960000000000003,1.1610000133514404
SWE,ARM,external_target_salience,2,2,2,2019,2020,3.1995,2.3829998821020126
GRC,BRA,external_target_salience,2,2,2,2017,2021,3.237,0.4729999899864197
NOR,NPL,external_target_salience,2,2,2,2016,2018,3.2305,0.45350000634789467
BGR,SEN,external_target_salience,2,2,1,2022,2022,3.194,0.33549998700618744
HRV,TJK,external_target_salience,2,2,2,2016,2019,3.229,0.9229999706149101
BEL,UZB,external_target_salience,2,1,1,2016,2016,3.213,2.3739999532699585
EST,THA,external_target_salience,2,2,2,2015,2020,3.273,2.4755000472068787
AUT,IDN,external_target_salience,2,2,2,2015,2015,3.2475,0.7629999816417694
BIH,ARE,external_target_salience,2,2,2,2021,2022,3.3419999999999996,2.3675000071525574
ESP,LIE,external_target_salience,2,1,1,2015,2015,3.208,1.9889999628067017
SVN,BHS,external_target_salience,2,2,1,2016,2016,3.2220000000000004,1.5279999673366547
FIN,BIH,reciprocal_asymmetry_candidate,2,2,2,2015,2015,3.259,2.6619999408721924
FRA,SVK,external_target_salience,2,2,2,2018,2019,3.1559999999999997,0.06650000251829624
ESP,LTU,external_target_salience,2,2,2,2021,2022,3.2015000000000002,2.20550000667572
TUR,PRT,reciprocal_asymmetry_candidate,2,2,2,2016,2019,3.2105,0.8395000100135803
ESP,HND,external_target_salience,2,2,2,2018,2018,3.2190000000000003,2.377499997615814
GRC,MDA,external_target_salience,2,2,2,2015,2021,3.2795,3.7450000047683716
PRT,DZA,external_target_salience,2,2,2,2016,2018,3.1980000000000004,3.2324999570846558
FRA,KEN,external_target_salience,2,2,2,2019,2019,3.2135,3.7535001039505005
FIN,SRB,reciprocal_asymmetry_candidate,2,2,2,2015,2016,3.2255000000000003,2.068499982357025
FRA,SGP,external_target_salience,2,2,2,2018,2021,3.262,0.19099999964237213
ESP,LVA,reciprocal_asymmetry_candidate,2,2,2,2017,2021,3.19,1.208000011742115
TUR,KOR,external_target_salience,2,2,2,2019,2021,3.323,1.7579999715089798
HUN,BFA,external_target_salience,2,2,2,2015,2021,3.2625,2.0759999752044678
BIH,BEL,reciprocal_asymmetry_candidate,2,2,2,2017,2017,3.175,3.23199999332428
LVA,SOM,external_target_salience,2,2,2,2018,2018,3.2525,1.3169999718666077
BEL,ARG,external_target_salience,2,2,2,2020,2021,3.196,3.190500020980835
BEL,URY,external_target_salience,2,1,1,2020,2020,3.224,2.294000029563904
SWE,COD,external_target_salience,2,2,1,2019,2020,3.3499999999999996,0.31700000166893005
GRC,ZWE,external_target_salience,2,2,2,2016,2016,3.2830000000000004,2.6304999589920044
BEL,GIB,external_target_salience,2,2,2,2021,2021,3.3035,2.6484999656677246
NOR,VEN,external_target_salience,2,2,2,2017,2021,3.2584999999999997,1.812999963760376
NOR,CHL,external_target_salience,2,2,2,2017,2018,3.255,1.2990000247955322
HUN,CMR,external_target_salience,2,2,1,2015,2015,3.29,0.5284999907016754
PRT,GIN,external_target_salience,2,2,2,2016,2020,3.167,1.6095000505447388
EST,BHS,external_target_salience,2,2,1,2019,2019,3.216,0.8764999955892563
LVA,NGA,external_target_salience,2,2,1,2015,2018,3.2675,1.6664999723434448
GRC,AZE,external_target_salience,2,2,1,2020,2021,3.266,0.3215000033378601
ESP,PER,external_target_salience,2,1,1,2018,2018,3.2705,3.20550000667572
PRT,JPN,external_target_salience,2,2,2,2016,2017,3.1535,2.8415000438690186
ESP,CPV,external_target_salience,2,2,2,2017,2022,3.2165,2.12049999833107
SRB,JOR,external_target_salience,2,2,2,2015,2021,3.2439999999999998,1.8670000433921814
NLD,ISL,reciprocal_asymmetry_candidate,2,2,2,2015,2020,3.232,2.4464999437332153
ISL,VNM,external_target_salience,2,2,1,2022,2022,3.2535,2.4390000104904175
HRV,SGP,external_target_salience,2,1,1,2020,2020,3.224,4.03000020980835
EST,TZA,external_target_salience,2,2,2,2019,2021,3.247,1.2289999723434448
UKR,KAZ,external_target_salience,2,2,2,2017,2021,3.2385,0.15699999779462814
HRV,KAZ,external_target_salience,2,2,1,2019,2019,3.1805,2.010499954223633
LVA,ETH,external_target_salience,2,2,2,2018,2018,3.277,1.8434999585151672
PRT,ETH,external_target_salience,2,2,1,2016,2021,3.1475,3.3259999752044678
BIH,ROU,external_target_salience,2,2,2,2021,2021,3.2155,0.810499981045723
NLD,OMN,external_target_salience,2,2,2,2015,2017,3.2775,0.8944999948143959
ITA,BDI,external_target_salience,2,2,2,2013,2015,3.2415000000000003,0.6684999724384397
UKR,CUB,external_target_salience,2,1,1,2016,2016,3.37,3.2489999532699585
FIN,UGA,external_target_salience,2,2,1,2016,2016,3.205,2.17849999666214
ISL,AZE,external_target_salience,2,2,2,2017,2018,3.183,1.0095000267028809
TUR,BHR,external_target_salience,2,2,2,2016,2020,3.2329999999999997,3.583500027656555
BGR,ARE,external_target_salience,2,2,2,2015,2015,3.2005,0.8389999866485596
HUN,BLZ,external_target_salience,2,1,1,2021,2021,3.335,4.035999774932861
AUT,KAZ,external_target_salience,2,2,2,2021,2022,3.2105,2.559499979019165
EST,MEX,external_target_salience,2,2,2,2016,2022,3.302,0.0864999988116324
NLD,LKA,external_target_salience,1,1,1,2020,2020,3.333,2.752000093460083
EST,SAU,external_target_salience,1,1,1,2016,2016,3.165,1.9170000553131104
UKR,IND,external_target_salience,1,1,1,2019,2019,3.25,0.2540000081062317
TUR,SSD,external_target_salience,1,1,1,2019,2019,3.275,0.6200000047683716
ISL,TUN,external_target_salience,1,1,1,2021,2021,3.223,0.6629999876022339
ESP,KHM,external_target_salience,1,1,1,2017,2017,3.262,0.5630000233650208
LVA,HKG,external_target_salience,1,1,1,2017,2017,3.344,3.0899999141693115
NOR,ARM,external_target_salience,1,1,1,2017,2017,3.173,0.9070000052452087
EST,TCD,external_target_salience,1,1,1,2018,2018,3.187,1.343999981880188
LVA,ERI,external_target_salience,1,1,1,2018,2018,3.276,2.4149999618530273
PRT,LKA,external_target_salience,1,1,1,2019,2019,3.21,0.6420000195503235
SWE,GMB,external_target_salience,1,1,1,2019,2019,3.257,1.3380000591278076
NLD,GGY,external_target_salience,1,1,1,2020,2020,3.263,1.2610000371932983
BIH,ISL,reciprocal_asymmetry_candidate,1,1,1,2021,2021,3.239,4.639999866485596
GRC,SLE,external_target_salience,1,1,1,2015,2015,3.188,3.318000078201294
SVN,CMR,external_target_salience,1,1,1,2021,2021,3.227,2.9660000801086426
EST,COL,external_target_salience,1,1,1,2018,2018,3.241,2.2950000762939453
SRB,ARE,external_target_salience,1,1,1,2017,2017,3.298,3.0969998836517334
SWE,TCD,external_target_salience,1,1,1,2016,2016,3.259,0.4189999997615814
CZE,ISL,reciprocal_asymmetry_candidate,1,1,1,2022,2022,3.2,2.2130000591278076
SRB,QAT,external_target_salience,1,1,1,2019,2019,3.286,1.559000015258789
NLD,HTI,external_target_salience,1,1,1,2018,2018,3.241,0.3930000066757202
POL,GIN,external_target_salience,1,1,1,2017,2017,3.266,0.38600000739097595
FIN,MEX,external_target_salience,1,1,1,2016,2016,3.205,0.5210000276565552
UKR,NOR,reciprocal_asymmetry_candidate,1,1,1,2017,2017,3.367,2.7249999046325684
ITA,JAM,external_target_salience,1,1,1,2014,2014,3.229,2.5369999408721924
SRB,PAN,external_target_salience,1,1,1,2017,2017,3.233,3.0969998836517334
GRC,SLV,external_target_salience,1,1,1,2020,2020,3.337,2.2660000324249268
TUR,UGA,external_target_salience,1,1,1,2019,2019,3.242,2.7009999752044678
SVN,MHL,external_target_salience,1,1,1,2015,2015,3.209,0.5920000076293945
ITA,CPV,external_target_salience,1,1,1,2020,2020,3.177,4.343999862670898
TUR,TCD,external_target_salience,1,1,1,2019,2019,3.234,0.23899999260902405
FIN,CHL,external_target_salience,1,1,1,2017,2017,3.2,1.628999948501587
BGR,UZB,external_target_salience,1,1,1,2022,2022,3.37,2.305000066757202
ISL,GHA,external_target_salience,1,1,1,2016,2016,3.24,0.15299999713897705
HRV,KHM,external_target_salience,1,1,1,2015,2015,3.323,0.8619999885559082
GBR,PCN,external_target_salience,1,1,1,2016,2016,3.309,0.7879999876022339
BIH,ESP,reciprocal_asymmetry_candidate,1,1,1,2021,2021,3.253,1.1749999523162842
BIH,CAN,external_target_salience,1,1,1,2020,2020,3.201,-0.07000000029802322
HUN,KWT,external_target_salience,1,1,1,2015,2015,3.227,0.6159999966621399
POL,URY,external_target_salience,1,1,1,2019,2019,3.329,2.927000045776367
SVN,KWT,external_target_salience,1,1,1,2016,2016,3.258,1.1480000019073486
EST,LBR,external_target_salience,1,1,1,2015,2015,3.154,0.01600000075995922
TUR,NER,external_target_salience,1,1,1,2019,2019,3.234,0.23899999260902405
NOR,BDI,external_target_salience,1,1,1,2016,2016,3.303,0.6660000085830688
CZE,THA,external_target_salience,1,1,1,2016,2016,3.242,3.884999990463257
ISL,HKG,external_target_salience,1,1,1,2016,2016,3.21,0.7360000014305115
EST,LIE,external_target_salience,1,1,1,2016,2016,3.235,2.2669999599456787
SRB,EST,reciprocal_asymmetry_candidate,1,1,1,2019,2019,3.272,4.923999786376953
SVN,MOZ,external_target_salience,1,1,1,2019,2019,3.246,1.1579999923706055
POL,MNG,external_target_salience,1,1,1,2018,2018,3.263,3.6530001163482666
AUT,JPN,external_target_salience,1,1,1,2018,2018,3.221,1.2979999780654907
ESP,LBR,external_target_salience,1,1,1,2020,2020,3.239,0.675000011920929
LVA,ARG,external_target_salience,1,1,1,2018,2018,3.255,0.5239999890327454
PRT,KOR,external_target_salience,1,1,1,2015,2015,3.181,1.8650000095367432
SWE,ZMB,external_target_salience,1,1,1,2022,2022,3.264,1.315999984741211
HUN,SLE,external_target_salience,1,1,1,2015,2015,3.305,0.5180000066757202
FIN,QAT,external_target_salience,1,1,1,2019,2019,3.256,2.6410000324249268
LVA,MEX,external_target_salience,1,1,1,2018,2018,3.173,0.49300000071525574
SRB,CUB,external_target_salience,1,1,1,2019,2019,3.286,1.559000015258789
SRB,PSE,external_target_salience,1,1,1,2017,2017,3.278,1.8489999771118164
SWE,AGO,external_target_salience,1,1,1,2015,2015,3.26,0.35600000619888306
AUT,UZB,external_target_salience,1,1,1,2020,2020,3.23,0.32100000977516174
BGR,MAR,external_target_salience,1,1,1,2015,2015,3.108,0.871999979019165
HRV,IDN,external_target_salience,1,1,1,2015,2015,3.224,2.066999912261963
SVN,NPL,external_target_salience,1,1,1,2019,2019,3.247,2.9130001068115234
HUN,ESH,external_target_salience,1,1,1,2021,2021,3.193,2.8450000286102295
ITA,URY,external_target_salience,1,1,1,2014,2014,3.218,0.125
EST,BOL,external_target_salience,1,1,1,2020,2020,3.251,0.906000018119812
FRA,LSO,external_target_salience,1,1,1,2020,2020,3.297,1.8459999561309814
BGR,ZAF,external_target_salience,1,1,1,2018,2018,3.241,0.1679999977350235
ITA,IDN,external_target_salience,1,1,1,2020,2020,3.218,2.3610000610351562
POL,ERI,external_target_salience,1,1,1,2016,2016,3.256,0.593999981880188
SRB,BRB,external_target_salience,1,1,1,2017,2017,3.233,3.0969998836517334
ISL,KOR,external_target_salience,1,1,1,2021,2021,3.388,2.255000114440918
SWE,LKA,external_target_salience,1,1,1,2021,2021,3.241,0.5410000085830688
BEL,TUV,external_target_salience,1,1,1,2015,2015,3.233,1.8650000095367432
ITA,GEO,external_target_salience,1,1,1,2015,2015,3.162,2.8589999675750732
TUR,ZMB,external_target_salience,1,1,1,2021,2021,3.238,0.01899999938905239
TUR,BOL,external_target_salience,1,1,1,2019,2019,3.246,0.5770000219345093
EST,BIH,reciprocal_asymmetry_candidate,1,1,1,2022,2022,3.295,1.3609999418258667
GRC,GIN,external_target_salience,1,1,1,2020,2020,3.228,0.12300000339746475
ISL,TWN,external_target_salience,1,1,1,2021,2021,3.242,0.8410000205039978
LVA,KOR,external_target_salience,1,1,1,2022,2022,3.226,0.3869999945163727
UKR,ISL,reciprocal_asymmetry_candidate,1,1,1,2017,2017,3.367,2.7249999046325684
HRV,ZWE,external_target_salience,1,1,1,2019,2019,3.169,0.23000000417232513
ISL,ZAF,external_target_salience,1,1,1,2015,2015,3.32,4.440999984741211
FRA,PSE,external_target_salience,1,1,1,2017,2017,3.234,3.5929999351501465
BEL,KGZ,external_target_salience,1,1,1,2020,2020,3.278,2.694999933242798
FRA,PRK,external_target_salience,1,1,1,2017,2017,3.17,0.4300000071525574
CZE,UZB,external_target_salience,1,1,1,2016,2016,3.189,5.188000202178955
GRC,BHS,external_target_salience,1,1,1,2020,2020,3.184,1.527999997138977
HRV,HTI,external_target_salience,1,1,1,2020,2020,3.215,-0.01899999938905239
FRA,UGA,external_target_salience,1,1,1,2018,2018,3.25,2.246000051498413
ITA,MDA,external_target_salience,1,1,1,2015,2015,3.162,2.8589999675750732
GRC,SDN,external_target_salience,1,1,1,2019,2019,3.28,1.2029999494552612
HUN,ZWE,external_target_salience,1,1,1,2022,2022,3.26,3.2109999656677246
ITA,MWI,external_target_salience,1,1,1,2017,2017,3.227,0.27900001406669617
UKR,LIE,external_target_salience,1,1,1,2017,2017,3.367,2.7249999046325684
BGR,NZL,external_target_salience,1,1,1,2021,2021,3.314,2.759999990463257
SWE,NRU,external_target_salience,1,1,1,2017,2017,3.291,0.0949999988079071
BEL,LKA,external_target_salience,1,1,1,2021,2021,3.325,0.20600000023841858
AUT,LKA,external_target_salience,1,1,1,2018,2018,3.304,2.260999917984009
EST,MNG,external_target_salience,1,1,1,2018,2018,3.244,1.7970000505447388
HUN,LBR,external_target_salience,1,1,1,2015,2015,3.293,0.5389999747276306
PRT,DOM,external_target_salience,1,1,1,2018,2018,3.186,2.924999952316284
GRC,GTM,external_target_salience,1,1,1,2020,2020,3.27,2.2660000324249268
POL,NGA,external_target_salience,1,1,1,2016,2016,3.217,3.496999979019165
ESP,KGZ,external_target_salience,1,1,1,2017,2017,3.262,0.5630000233650208
HRV,LIE,external_target_salience,1,1,1,2019,2019,3.246,3.3399999141693115
PRT,PHL,external_target_salience,1,1,1,2022,2022,3.126,3.4079999923706055
FRA,ECU,external_target_salience,1,1,1,2022,2022,3.235,0.7300000190734863
TUR,COL,external_target_salience,1,1,1,2019,2019,3.141,1.996000051498413
SRB,BRA,external_target_salience,1,1,1,2019,2019,3.316,3.0959999561309814
FIN,RWA,external_target_salience,1,1,1,2015,2015,3.25,0.515999972820282
NLD,HKG,external_target_salience,1,1,1,2018,2018,3.277,2.308000087738037
ESP,MNG,external_target_salience,1,1,1,2018,2018,3.2,0.17599999904632568
GRC,MRT,external_target_salience,1,1,1,2016,2016,3.257,2.361999988555908
AUT,MEX,external_target_salience,1,1,1,2017,2017,3.212,0.25999999046325684
SRB,LIE,external_target_salience,1,1,1,2018,2018,3.281,3.447000026702881
HUN,GIN,external_target_salience,1,1,1,2015,2015,3.287,0.5180000066757202
SRB,ESH,external_target_salience,1,1,1,2016,2016,3.238,3.821000099182129
NLD,TTO,external_target_salience,1,1,1,2015,2015,3.333,2.0309998989105225
HUN,SSD,external_target_salience,1,1,1,2016,2016,3.278,1.1069999933242798
GBR,MSR,external_target_salience,1,1,1,2021,2021,3.211,2.6429998874664307
POL,KEN,external_target_salience,1,1,1,2016,2016,3.236,1.2369999885559082
LVA,BIH,reciprocal_asymmetry_candidate,1,1,1,2018,2018,3.337,2.428999900817871
AUT,GIN,external_target_salience,1,1,1,2018,2018,3.364,2.25600004196167
BIH,PAN,external_target_salience,1,1,1,2022,2022,3.253,4.210000038146973
FIN,BHR,external_target_salience,1,1,1,2016,2016,3.26,2.6579999923706055
PRT,TGO,external_target_salience,1,1,1,2018,2018,3.257,0.13899999856948853
POL,COG,external_target_salience,1,1,1,2022,2022,3.3,0.23000000417232513
ESP,HRV,reciprocal_asymmetry_candidate,1,1,1,2015,2015,3.215,0.19599999487400055
PRT,MRT,external_target_salience,1,1,1,2016,2016,3.216,3.559999942779541
