country,target_iso3,analysis_scope,n_mentions,n_speeches,n_speakers,first_year,last_year,mean_concreteness,mean_sentiment
HRV,SWE,reciprocal_asymmetry_candidate,27,22,15,2015,2022,3.2114814814814814,1.7074444276039247
ITA,VEN,external_target_salience,27,11,10,2017,2020,3.2552962962962964,2.215814807900676
HUN,JOR,external_target_salience,27,20,16,2015,2019,3.2227407407407407,2.6366296184283717
GRC,MAR,external_target_salience,27,21,13,2015,2021,3.277222222222222,1.3793333156241312
ISL,VEN,external_target_salience,27,16,9,2020,2022,3.2645925925925927,1.4887407433103632
POL,MDA,external_target_salience,27,22,19,2017,2022,3.305074074074074,2.2308148347117283
FRA,POL,reciprocal_asymmetry_candidate,27,25,22,2018,2022,3.2092222222222224,1.166962967702636
HUN,CHE,external_target_salience,27,18,16,2015,2022,3.2154074074074077,1.5835555626286402
EST,CAN,external_target_salience,27,26,17,2015,2022,3.2232592592592595,2.4563703691517866
PRT,DEU,external_target_salience,27,23,18,2015,2022,3.187962962962963,1.97359259509378
SWE,PSE,external_target_salience,27,20,17,2015,2022,3.2648888888888887,2.2982222217100636
SVN,ESP,reciprocal_asymmetry_candidate,26,21,15,2015,2021,3.233769230769231,1.3980384642401567
EST,JPN,external_target_salience,26,18,12,2016,2021,3.2376153846153843,2.2007307708263397
ITA,SOM,external_target_salience,26,23,19,2013,2021,3.204307692307692,1.9358461550795114
UKR,USA,external_target_salience,26,19,15,2016,2021,3.2600384615384614,1.766499979564777
BEL,NGA,external_target_salience,26,22,10,2015,2022,3.233461538461538,1.7363461476679032
SRB,IRQ,external_target_salience,26,24,16,2015,2021,3.2520000000000002,1.341230772077464
PRT,HUN,reciprocal_asymmetry_candidate,26,18,14,2015,2022,3.1992307692307693,0.7199615403436698
AUT,SOM,external_target_salience,26,19,16,2015,2022,3.2598846153846157,1.365076934847121
TUR,SOM,external_target_salience,26,20,17,2015,2022,3.234769230769231,2.7685384506789537
NLD,SUR,external_target_salience,26,18,15,2015,2022,3.2403076923076926,2.105423093522684
GRC,POL,reciprocal_asymmetry_candidate,26,22,17,2015,2021,3.260423076923077,1.6759230867028236
BEL,SLV,external_target_salience,26,14,7,2019,2022,3.298769230769231,1.1635000029435525
SWE,YEM,external_target_salience,26,25,17,2016,2022,3.2556923076923074,0.9903076851310638
ISL,POL,reciprocal_asymmetry_candidate,25,21,14,2015,2022,3.24296,1.6776399952173233
HUN,BIH,reciprocal_asymmetry_candidate,25,22,15,2015,2021,3.24748,2.0756399804353713
AUT,EGY,external_target_salience,25,19,16,2015,2022,3.2645600000000004,1.8098399920016528
AUT,ESP,reciprocal_asymmetry_candidate,25,20,14,2015,2020,3.2837599999999996,1.8024000117182732
NLD,COL,external_target_salience,25,21,14,2015,2020,3.2498,2.0552800035476686
NLD,IDN,external_target_salience,25,19,15,2015,2021,3.25776,1.7826400017831474
SWE,ERI,external_target_salience,25,25,18,2015,2022,3.23556,0.9365600099414587
AUT,HRV,reciprocal_asymmetry_candidate,25,21,18,2015,2022,3.25064,2.1087200112640856
BEL,KAZ,external_target_salience,25,14,8,2015,2019,3.25168,1.241959991455078
BEL,PSE,external_target_salience,25,18,11,2016,2022,3.2247199999999996,1.7067600041627884
AUT,XKX,external_target_salience,25,18,14,2015,2022,3.2749200000000003,2.146999989748001
BEL,MDA,external_target_salience,25,15,11,2015,2022,3.25408,2.0676800176501273
NLD,CZE,reciprocal_asymmetry_candidate,25,23,19,2015,2022,3.29016,2.2623999889940025
AUT,ROU,external_target_salience,25,23,20,2015,2022,3.23156,1.3536399909853936
GRC,CHN,external_target_salience,25,24,21,2015,2021,3.2319999999999998,1.3510000136494638
FRA,MLI,external_target_salience,25,22,17,2018,2021,3.23172,1.3542000147141515
ISL,ALB,external_target_salience,25,20,11,2015,2022,3.23392,1.8029999977350235
NLD,PRT,reciprocal_asymmetry_candidate,25,18,13,2015,2021,3.2695999999999996,2.228760006427765
BEL,GMB,external_target_salience,24,16,7,2017,2022,3.2778333333333336,1.5414999972563237
CZE,LUX,external_target_salience,24,19,14,2015,2022,3.226875,2.3949583372256407
CZE,XKX,external_target_salience,24,19,15,2015,2022,3.2430833333333333,1.6887916596606374
NOR,LTU,external_target_salience,24,18,10,2016,2022,3.2424583333333334,1.7027499911685784
NLD,LTU,external_target_salience,24,21,16,2015,2022,3.247958333333333,2.494458312789599
NOR,AUS,external_target_salience,24,17,9,2015,2021,3.2625833333333336,1.8854999902347724
NOR,ROU,external_target_salience,24,20,16,2015,2022,3.2408750000000004,2.195083314552903
HRV,IRN,external_target_salience,24,18,13,2015,2021,3.2387083333333333,1.7764583341777325
SRB,IRN,external_target_salience,24,15,13,2015,2019,3.313416666666667,1.4127916517512251
ESP,IRQ,external_target_salience,24,21,16,2015,2022,3.2132083333333337,1.1432500007407118
NLD,BHR,external_target_salience,24,13,7,2019,2020,3.2406666666666664,0.9508749947029477
CZE,ESP,reciprocal_asymmetry_candidate,24,19,13,2015,2022,3.2485416666666667,2.282666671827125
HRV,PAK,external_target_salience,24,22,18,2015,2022,3.2455,0.6761250014533289
BIH,GRC,reciprocal_asymmetry_candidate,24,14,10,2015,2022,3.219708333333333,1.1077916782038908
ISL,CAN,external_target_salience,24,21,14,2015,2022,3.2475416666666668,2.2602916788309813
BEL,FIN,reciprocal_asymmetry_candidate,24,20,14,2015,2022,3.2534166666666664,2.189000017940998
POL,AUT,reciprocal_asymmetry_candidate,24,21,18,2016,2022,3.2710833333333333,2.514958344399929
SWE,DZA,external_target_salience,24,22,7,2015,2022,3.2597083333333337,1.417833310396721
BIH,SYR,external_target_salience,24,15,12,2015,2021,3.2866250000000004,1.1419999819481745
FIN,LBN,external_target_salience,24,18,8,2015,2021,3.247,2.016874978939692
AUT,IND,external_target_salience,24,17,14,2015,2022,3.252333333333333,1.6373333364414673
HUN,BEL,reciprocal_asymmetry_candidate,24,22,20,2015,2022,3.201875,1.4907083169867594
FRA,BEL,reciprocal_asymmetry_candidate,24,22,17,2017,2021,3.266541666666667,1.250124990940094
ITA,JOR,external_target_salience,24,20,18,2013,2021,3.2202083333333333,1.6841250155121088
SWE,EGY,external_target_salience,24,18,16,2015,2022,3.2739999999999996,1.481083336751908
HRV,ALB,external_target_salience,23,20,16,2015,2020,3.2314347826086953,1.5516956357852272
POL,LBY,external_target_salience,23,18,14,2016,2021,3.2642608695652173,1.9241304155439138
CZE,HRV,reciprocal_asymmetry_candidate,23,20,12,2015,2022,3.2516956521739133,2.103695643984753
BEL,MLI,external_target_salience,23,20,15,2015,2022,3.216608695652174,1.8580000005338504
NLD,SRB,reciprocal_asymmetry_candidate,23,19,11,2015,2017,3.2858695652173915,2.382956546933755
UKR,DEU,external_target_salience,23,20,18,2016,2022,3.2854782608695654,1.681173924518668
CZE,MLI,external_target_salience,23,17,12,2015,2022,3.2101739130434783,2.8944782606508257
FIN,AUS,external_target_salience,23,18,11,2015,2021,3.2677826086956525,2.2997826072184937
AUT,ETH,external_target_salience,23,14,11,2015,2021,3.2503043478260873,1.297956517280039
EST,NLD,reciprocal_asymmetry_candidate,23,21,12,2015,2022,3.249,1.939695650468702
AUT,SAU,external_target_salience,23,14,10,2015,2020,3.387652173913043,0.6721739104908445
NOR,MDA,external_target_salience,23,13,10,2022,2022,3.2585652173913044,3.2129565444977386
BIH,PAK,external_target_salience,22,16,11,2015,2021,3.224681818181818,1.5435908835127272
POL,JOR,external_target_salience,22,17,11,2015,2021,3.2701818181818183,2.67659090061418
GRC,SAU,external_target_salience,22,19,13,2015,2021,3.323227272727273,0.531000006435947
ISL,PSE,external_target_salience,22,16,12,2015,2022,3.242318181818182,2.4710000076077203
ISL,NGA,external_target_salience,22,10,3,2016,2022,3.2482272727272727,2.0289091034369036
ITA,PAK,external_target_salience,22,21,16,2014,2022,3.204772727272727,1.3892272636294365
ITA,SVN,reciprocal_asymmetry_candidate,22,17,15,2013,2020,3.2661363636363636,2.4647727568041193
HRV,CHN,external_target_salience,22,22,15,2015,2022,3.2249545454545454,1.9035454461859032
BGR,NLD,reciprocal_asymmetry_candidate,22,13,11,2015,2019,3.2572727272727273,1.7214999849146062
ISL,SAU,external_target_salience,22,10,5,2017,2022,3.3314090909090908,1.0348636259070851
SWE,BGD,external_target_salience,22,19,13,2016,2022,3.2382727272727276,1.1139545415274121
NOR,IRN,external_target_salience,22,21,17,2015,2021,3.2317272727272726,1.6310454586690122
HUN,MNG,external_target_salience,22,16,9,2015,2022,3.169909090909091,2.8469090685248375
HUN,CYP,external_target_salience,22,19,14,2015,2021,3.245045454545455,1.4977272789586673
EST,CZE,reciprocal_asymmetry_candidate,22,20,10,2015,2022,3.2817272727272733,1.2458636425435543
ESP,POL,reciprocal_asymmetry_candidate,21,20,18,2015,2022,3.223809523809524,1.8127142630872273
BEL,BRA,external_target_salience,21,15,11,2018,2021,3.2412857142857145,1.3358095133056243
PRT,AUT,reciprocal_asymmetry_candidate,21,16,11,2015,2021,3.1716190476190476,1.6920000241980666
ITA,ERI,external_target_salience,21,21,19,2014,2019,3.2211428571428575,1.0652381032705307
SVN,AUS,external_target_salience,21,15,13,2015,2019,3.2565714285714287,2.22266667761973
NLD,SVN,reciprocal_asymmetry_candidate,21,19,12,2015,2022,3.268904761904762,2.384428550799688
ITA,MLI,external_target_salience,21,16,14,2014,2019,3.2165714285714286,1.081238087621473
EST,ESP,reciprocal_asymmetry_candidate,21,15,12,2015,2022,3.2938095238095237,1.627523816767193
BGR,ALB,external_target_salience,21,19,7,2015,2022,3.2083333333333335,1.6777143079255308
FRA,CHE,external_target_salience,21,17,16,2017,2021,3.230142857142857,2.5058571653706685
NLD,FIN,reciprocal_asymmetry_candidate,21,21,16,2015,2022,3.246666666666667,2.460666687715621
SVN,BGR,reciprocal_asymmetry_candidate,21,18,11,2015,2021,3.248904761904762,1.5664285627149401
BIH,USA,external_target_salience,21,17,12,2016,2021,3.252476190476191,1.5675714552136404
ISL,IRN,external_target_salience,21,13,10,2015,2022,3.248285714285714,1.1763333220567023
BEL,ISR,external_target_salience,21,14,11,2016,2022,3.2326666666666664,1.4045238157822972
SVN,CHN,external_target_salience,21,19,17,2015,2021,3.2421428571428574,1.500047622159833
FRA,BLR,external_target_salience,21,15,12,2021,2022,3.244285714285714,0.9724761811750275
EST,MDA,external_target_salience,21,12,9,2015,2022,3.226809523809524,1.8292857381914343
ISL,RWA,external_target_salience,21,11,5,2021,2022,3.2234285714285718,2.211857157094138
BEL,IND,external_target_salience,21,17,12,2015,2022,3.2412857142857145,1.4332857170984858
ITA,COG,external_target_salience,21,13,12,2013,2021,3.2799523809523814,0.6357143005533588
GRC,NOR,reciprocal_asymmetry_candidate,20,17,13,2015,2021,3.2764,1.6819000016897916
FIN,JOR,external_target_salience,20,17,11,2015,2016,3.25955,1.806799998320639
GRC,BIH,reciprocal_asymmetry_candidate,20,14,9,2019,2020,3.2469,2.206699988991022
POL,GEO,external_target_salience,20,19,18,2015,2022,3.22935,2.726350010186434
NLD,CIV,external_target_salience,20,15,8,2015,2021,3.25235,2.0678499806672335
EST,GEO,external_target_salience,20,14,7,2015,2021,3.2189500000000004,2.475550006888807
HRV,LBN,external_target_salience,20,9,7,2015,2021,3.25425,1.9273000057786702
FRA,LBN,external_target_salience,20,10,9,2017,2021,3.25075,2.0552500019781292
EST,MLI,external_target_salience,20,14,9,2016,2022,3.2409,2.0863000192213805
HRV,SVK,external_target_salience,20,15,12,2015,2020,3.25015,2.303299984522164
SWE,BGR,reciprocal_asymmetry_candidate,20,18,13,2016,2022,3.24415,2.236249962821603
CZE,PAK,external_target_salience,20,18,10,2015,2020,3.2413499999999997,1.6325500119011849
BEL,SVN,reciprocal_asymmetry_candidate,20,19,14,2015,2022,3.2327,1.7952499687206
HRV,FIN,reciprocal_asymmetry_candidate,20,15,11,2015,2022,3.2177,2.655799962580204
GRC,BGD,external_target_salience,20,20,17,2015,2021,3.2429499999999996,0.5962000019848347
NOR,LVA,reciprocal_asymmetry_candidate,20,17,8,2016,2021,3.25,1.3139499999582767
ESP,MLT,external_target_salience,19,15,14,2015,2022,3.2095263157894736,1.7085789222466319
FRA,SWE,reciprocal_asymmetry_candidate,19,18,14,2017,2022,3.2289473684210526,1.8428947564802671
SRB,ROU,external_target_salience,19,15,12,2015,2021,3.242421052631579,1.8915263214393665
ITA,ISR,external_target_salience,19,16,16,2015,2022,3.2053684210526314,1.6735789375869852
AUT,MLT,external_target_salience,19,18,16,2015,2019,3.240684210526316,1.0122631500033956
SWE,ETH,external_target_salience,19,15,13,2015,2022,3.284578947368421,1.8720526371739412
POL,BGR,reciprocal_asymmetry_candidate,19,15,12,2016,2021,3.280157894736842,2.485789490373511
ESP,GIB,external_target_salience,19,17,14,2018,2022,3.2156315789473684,1.3251578973508196
TUR,KWT,external_target_salience,19,13,10,2016,2022,3.260368421052631,1.6637894864145077
SVN,LUX,external_target_salience,19,18,13,2015,2021,3.2074736842105263,2.291736852181585
AUT,NLD,reciprocal_asymmetry_candidate,19,17,13,2015,2021,3.204684210526316,2.450052647214187
CZE,BEL,reciprocal_asymmetry_candidate,19,17,12,2015,2021,3.2158947368421056,1.1834736819820184
FIN,ESP,reciprocal_asymmetry_candidate,19,16,13,2016,2021,3.2202105263157894,1.6396315762479055
CZE,AUS,external_target_salience,19,14,11,2015,2022,3.229578947368421,2.0322105284584198
PRT,MLT,external_target_salience,19,14,12,2015,2021,3.2163684210526315,1.780157880563485
FRA,MLT,external_target_salience,19,18,17,2017,2022,3.2070526315789474,1.5451052569122494
GRC,CAN,external_target_salience,18,14,14,2015,2021,3.2435555555555555,2.0730555483864412
NOR,YEM,external_target_salience,18,17,15,2015,2022,3.2249444444444446,1.77577780559659
ESP,JOR,external_target_salience,18,16,13,2015,2021,3.246833333333333,1.5210555634564824
AUT,CHN,external_target_salience,18,16,15,2015,2022,3.2376666666666667,1.5071666615290775
ESP,MEX,external_target_salience,18,14,12,2017,2022,3.223055555555556,2.5240555823677115
FIN,NLD,reciprocal_asymmetry_candidate,18,11,11,2015,2021,3.262166666666667,2.1912221975831523
ITA,SDN,external_target_salience,18,18,17,2013,2022,3.1970555555555555,1.6117777650554974
BGR,MLT,external_target_salience,18,16,11,2015,2022,3.2062222222222223,2.086888892783059
BEL,VNM,external_target_salience,18,11,9,2015,2022,3.2675555555555555,2.4689444568422108
AUT,NGA,external_target_salience,18,15,10,2015,2022,3.246833333333333,1.4855555938039389
NOR,PHL,external_target_salience,18,12,7,2017,2020,3.2749444444444444,1.6339444364938471
HUN,PAK,external_target_salience,18,17,12,2015,2019,3.2310555555555553,1.6039444307486217
SVN,MNE,external_target_salience,18,14,12,2015,2022,3.2752222222222223,1.7124444569150608
SWE,SDN,external_target_salience,18,15,12,2016,2022,3.2501111111111114,0.8738333406961627
CZE,VNM,external_target_salience,18,10,8,2015,2020,3.232611111111111,1.6664999967647924
PRT,MAR,external_target_salience,18,16,12,2017,2022,3.1707222222222224,2.4463888621992536
ISL,JOR,external_target_salience,18,13,9,2015,2022,3.2416111111111108,2.1206111047003002
NLD,SEN,external_target_salience,18,17,11,2015,2022,3.238888888888889,2.061111106640763
HUN,EGY,external_target_salience,18,11,8,2015,2018,3.2515555555555555,2.9365556322866015
HUN,IRN,external_target_salience,18,10,7,2015,2020,3.2976666666666663,0.8090000044968393
BIH,DEU,external_target_salience,18,13,12,2015,2020,3.2285555555555554,1.8807777543034818
ITA,MAR,external_target_salience,18,16,15,2014,2022,3.214888888888889,2.120444457150168
SVN,CYP,external_target_salience,18,13,11,2015,2021,3.2859444444444446,1.963000014424324
POL,ESP,reciprocal_asymmetry_candidate,18,17,13,2016,2022,3.2457777777777777,2.7250555323229895
CZE,ROU,external_target_salience,18,18,13,2015,2022,3.2322777777777776,1.462999999937084
CZE,MAR,external_target_salience,18,11,10,2016,2020,3.2239444444444443,2.4920555787781873
SRB,CYP,external_target_salience,18,3,3,2021,2021,3.2682777777777776,4.248777773645189
BEL,MMR,external_target_salience,17,11,9,2017,2021,3.265470588235294,1.2555294153006638
NOR,ERI,external_target_salience,17,14,10,2015,2021,3.2158823529411764,2.1134117797893635
HRV,NOR,reciprocal_asymmetry_candidate,17,13,11,2015,2021,3.238294117647059,2.044058820780586
FIN,JPN,external_target_salience,17,14,11,2016,2021,3.222823529411765,2.298941161702661
SWE,MDA,external_target_salience,17,8,7,2016,2022,3.249235294117647,2.596529401181375
HRV,MLT,external_target_salience,17,12,7,2015,2021,3.2080588235294116,2.3771764733486207
AUT,UGA,external_target_salience,17,9,9,2016,2021,3.239529411764706,1.9720588194973327
TUR,CYP,external_target_salience,17,14,12,2016,2022,3.2331764705882353,1.4055882439236431
NLD,LUX,external_target_salience,17,15,14,2015,2022,3.2534117647058824,2.3421764621401535
TUR,JOR,external_target_salience,17,17,14,2016,2022,3.2388823529411765,1.8642941270680988
HUN,NZL,external_target_salience,17,13,11,2015,2019,3.2861764705882353,2.291294061085757
AUT,SSD,external_target_salience,17,10,9,2015,2018,3.344529411764706,1.8022353053640794
HRV,CHL,external_target_salience,17,16,7,2017,2021,3.209882352941176,1.3474117535549928
FRA,NLD,reciprocal_asymmetry_candidate,17,16,11,2017,2021,3.240764705882353,1.6451176527668447
HUN,DNK,external_target_salience,17,17,11,2015,2022,3.223588235294118,1.4473529440515183
HUN,FIN,reciprocal_asymmetry_candidate,17,14,11,2015,2022,3.2307058823529413,1.3812352927292095
SVN,NGA,external_target_salience,17,11,10,2015,2021,3.272882352941177,1.274823520989979
BIH,UKR,reciprocal_asymmetry_candidate,17,7,7,2022,2022,3.2491176470588234,2.0536470557836926
SWE,ESP,reciprocal_asymmetry_candidate,17,16,12,2015,2022,3.249058823529412,1.4408235313261257
NOR,MLT,external_target_salience,16,11,7,2015,2021,3.2128125,2.0643124859780073
POL,SWE,reciprocal_asymmetry_candidate,16,13,13,2016,2022,3.27625,2.1345624448149465
ITA,CYP,external_target_salience,16,16,14,2014,2021,3.213875,2.6416250048205256
TUR,ITA,reciprocal_asymmetry_candidate,16,15,15,2015,2020,3.2509375,1.0639999845298007
SWE,CHE,external_target_salience,16,12,10,2016,2022,3.2139375,2.0153124928474426
FRA,SEN,external_target_salience,16,14,13,2018,2021,3.2173125000000002,1.8698124955408275
TUR,SWE,reciprocal_asymmetry_candidate,16,11,8,2015,2022,3.3016875,1.743875005748123
NLD,BRA,external_target_salience,16,14,11,2015,2019,3.2404375,1.5785625013522804
CZE,DNK,external_target_salience,16,15,11,2015,2022,3.241875,2.228250002612185
BGR,CYP,external_target_salience,16,11,6,2015,2022,3.202625,2.4136250312440097
SWE,KEN,external_target_salience,16,15,8,2015,2022,3.3010625,1.3013125155121088
NLD,MMR,external_target_salience,16,10,6,2017,2022,3.280625,1.353437488898635
FIN,CHN,external_target_salience,16,16,11,2015,2021,3.2181875,1.2536250143311918
ISL,LBY,external_target_salience,16,11,10,2015,2022,3.2430625,0.8129999889060855
TUR,YEM,external_target_salience,16,14,11,2016,2021,3.2581249999999997,0.9741250018123537
HUN,MLT,external_target_salience,16,14,12,2015,2019,3.2214375,1.9273749981075525
SVN,MLT,external_target_salience,16,14,9,2015,2019,3.2216875,2.706375017762184
HRV,JOR,external_target_salience,16,9,7,2016,2021,3.274375,4.26525005698204
NOR,CHE,external_target_salience,16,14,10,2016,2022,3.2195625,2.667249996215105
AUT,ALB,external_target_salience,16,9,7,2015,2022,3.271625,1.9001249955035746
SVN,ALB,external_target_salience,16,14,11,2015,2021,3.253875,1.8716875035315752
NOR,ISR,external_target_salience,16,13,9,2015,2021,3.2287500000000002,1.2563750096596777
GRC,HRV,reciprocal_asymmetry_candidate,16,12,11,2015,2021,3.285,1.3645624730270356
ESP,TUN,external_target_salience,16,13,12,2015,2022,3.2315,1.7934375144541264
FRA,GEO,external_target_salience,16,16,12,2018,2022,3.218125,1.3268125024624169
ITA,CHE,external_target_salience,16,14,13,2013,2020,3.211375,1.2211875033099204
NOR,SSD,external_target_salience,16,13,11,2015,2021,3.277625,1.7407500203698874
ISL,GEO,external_target_salience,16,11,5,2017,2021,3.258875,1.769562492147088
TUR,GEO,external_target_salience,15,13,11,2015,2021,3.2659333333333334,1.0651333258797726
SRB,CHN,external_target_salience,15,11,10,2015,2021,3.2465333333333333,2.9058000266551973
GRC,ROU,external_target_salience,15,14,10,2015,2021,3.2420666666666667,2.063333311676979
PRT,BRA,external_target_salience,15,9,8,2015,2022,3.2247333333333335,2.3007333676020303
HUN,JPN,external_target_salience,15,10,9,2015,2020,3.215933333333333,2.4732666591803234
FRA,GIN,external_target_salience,15,14,12,2018,2021,3.2374666666666667,1.536733349164327
GRC,JPN,external_target_salience,15,7,6,2015,2021,3.2742,1.5478666837016741
FRA,RUS,external_target_salience,15,15,12,2017,2022,3.2008666666666667,0.9210666708648205
ESP,PRT,reciprocal_asymmetry_candidate,15,12,9,2016,2022,3.1961333333333335,2.0801999866962433
POL,NOR,reciprocal_asymmetry_candidate,15,11,11,2016,2020,3.3064000000000004,2.0900666798154512
PRT,AFG,external_target_salience,15,14,10,2015,2022,3.1863333333333332,1.537400016436974
TUR,NLD,reciprocal_asymmetry_candidate,15,13,9,2016,2022,3.2090666666666663,1.2985333318511645
GRC,IRL,external_target_salience,15,11,9,2015,2021,3.2208666666666668,2.272466624776522
ITA,SWE,reciprocal_asymmetry_candidate,15,14,13,2013,2022,3.2106666666666666,2.1109333684047065
EST,AUT,reciprocal_asymmetry_candidate,15,15,12,2015,2022,3.2421333333333333,1.5471333210046092
CZE,NLD,reciprocal_asymmetry_candidate,15,12,9,2015,2020,3.183133333333333,1.600266658514738
CZE,BLR,external_target_salience,15,9,8,2016,2022,3.2410666666666668,1.459600003808737
NOR,XKX,external_target_salience,15,13,10,2015,2022,3.234,2.1427333106597266
SVN,LBN,external_target_salience,15,11,8,2015,2022,3.247,1.7411999945839247
HUN,MAR,external_target_salience,15,11,10,2015,2020,3.2385333333333337,3.313733386993408
EST,DNK,external_target_salience,15,15,10,2015,2020,3.2225333333333332,2.237333306670189
HUN,NLD,reciprocal_asymmetry_candidate,15,15,12,2015,2022,3.2095333333333333,1.406599998474121
POL,MLT,external_target_salience,15,8,6,2017,2017,3.196466666666667,2.9902666874229906
HUN,TUN,external_target_salience,15,11,10,2015,2020,3.1992,2.38626669049263
FIN,IRN,external_target_salience,15,14,10,2015,2021,3.2005333333333335,1.4325333486000698
ITA,ALB,external_target_salience,15,12,11,2014,2020,3.2427333333333332,1.3786666636665663
PRT,HKG,external_target_salience,15,5,3,2020,2022,3.2506,2.034800005455812
TUR,BIH,reciprocal_asymmetry_candidate,15,11,10,2015,2019,3.2548666666666666,2.3636000553766885
HUN,CYM,external_target_salience,15,15,6,2015,2019,3.2505333333333337,0.7343333462874094
ESP,ESH,external_target_salience,14,10,8,2015,2022,3.2764285714285712,1.1307857185602188
NLD,XKX,external_target_salience,14,10,8,2015,2019,3.2767142857142857,1.6809285481327347
BEL,IRL,external_target_salience,14,14,13,2015,2020,3.257357142857143,2.629142837865012
BIH,MKD,external_target_salience,14,9,6,2015,2021,3.236,1.867142891511321
SVN,SOM,external_target_salience,14,13,10,2015,2022,3.2484285714285717,1.8490714271153723
NLD,EST,reciprocal_asymmetry_candidate,14,14,11,2015,2021,3.246642857142857,1.8744999468326569
FRA,LUX,external_target_salience,14,10,9,2017,2021,3.2429285714285716,1.3286428616515227
PRT,ISR,external_target_salience,14,10,9,2015,2021,3.252071428571429,1.5028571598231792
PRT,BLR,external_target_salience,14,8,7,2020,2021,3.1995714285714287,0.762142859099965
CZE,EGY,external_target_salience,14,14,7,2015,2022,3.228357142857143,1.1410000032545733
NLD,CYP,external_target_salience,14,13,10,2015,2020,3.2762142857142855,1.6271428314170666
BEL,MKD,external_target_salience,14,11,9,2015,2021,3.335142857142857,2.4157143192631856
ITA,ETH,external_target_salience,14,11,11,2014,2021,3.2213571428571433,1.3372856974601746
BEL,ARM,external_target_salience,14,12,10,2015,2020,3.2677857142857145,1.250071438328762
FRA,IRQ,external_target_salience,14,13,11,2017,2022,3.2439999999999998,1.5267142913570362
ITA,AUS,external_target_salience,14,8,5,2015,2019,3.2175000000000002,2.146785684994289
HRV,PRT,reciprocal_asymmetry_candidate,14,12,9,2017,2022,3.23,2.656928599213383
TUR,ESP,reciprocal_asymmetry_candidate,14,13,11,2015,2022,3.266214285714286,1.8072143236807148
CZE,MLT,external_target_salience,14,11,8,2015,2020,3.2504285714285714,2.13785714336804
BEL,NZL,external_target_salience,14,10,8,2018,2021,3.3167142857142857,1.868571434702192
PRT,MOZ,external_target_salience,14,11,11,2018,2022,3.201857142857143,1.4116428215056658
GRC,TUN,external_target_salience,14,9,9,2015,2022,3.2935000000000003,1.5853571588439601
NOR,CHN,external_target_salience,14,13,11,2015,2021,3.222714285714286,1.642357137054205
AUT,DZA,external_target_salience,14,13,12,2015,2022,3.211357142857143,1.3135714125154274
SRB,GBR,reciprocal_asymmetry_candidate,14,13,11,2016,2021,3.1957142857142857,1.8028571297015463
BIH,TUR,reciprocal_asymmetry_candidate,14,12,10,2015,2022,3.201,1.5376428586563893
FRA,TUN,external_target_salience,14,12,11,2018,2022,3.2480714285714285,2.024642855993339
ESP,CAN,external_target_salience,14,9,8,2016,2018,3.269357142857143,2.5229285742555345
HUN,VNM,external_target_salience,14,12,7,2015,2022,3.2041428571428576,1.0112142892820495
HUN,CHN,external_target_salience,14,12,10,2015,2020,3.1995,2.236857143895967
FRA,CIV,external_target_salience,14,13,12,2018,2022,3.234785714285714,2.012000015803746
PRT,IRQ,external_target_salience,14,13,11,2015,2021,3.1902142857142857,0.5332857271589871
FIN,CHE,external_target_salience,14,12,8,2015,2020,3.2137857142857142,2.6165714263916016
PRT,POL,reciprocal_asymmetry_candidate,14,12,10,2015,2022,3.1979285714285717,1.310214293588485
FRA,SDN,external_target_salience,14,13,9,2017,2021,3.2407142857142857,1.0415714202182633
FRA,UKR,reciprocal_asymmetry_candidate,14,11,9,2017,2022,3.2217142857142855,1.6145000149096762
TUR,QAT,external_target_salience,14,11,10,2015,2022,3.2765,1.0975000198398317
GRC,IRN,external_target_salience,14,14,12,2016,2021,3.246785714285714,1.954285703599453
BGR,JOR,external_target_salience,13,8,5,2015,2018,3.1907692307692312,3.0719999991930447
ITA,FIN,reciprocal_asymmetry_candidate,13,11,10,2013,2022,3.213769230769231,2.5986153987737803
NLD,HRV,reciprocal_asymmetry_candidate,13,12,10,2015,2021,3.286230769230769,1.7740000474195068
ISL,MKD,external_target_salience,13,9,8,2016,2020,3.2262307692307695,2.167846140953211
UKR,GBR,reciprocal_asymmetry_candidate,13,10,9,2016,2022,3.2186923076923075,2.8225384858938365
PRT,CAN,external_target_salience,13,12,12,2015,2022,3.173076923076923,2.692307683137747
HUN,NGA,external_target_salience,13,13,11,2015,2018,3.2263076923076923,2.060538466160114
TUR,POL,reciprocal_asymmetry_candidate,13,9,9,2016,2022,3.2783076923076924,1.41930769269283
SVN,EGY,external_target_salience,13,12,8,2016,2021,3.2405384615384616,1.8781538628614867
TUR,HUN,reciprocal_asymmetry_candidate,13,10,8,2016,2022,3.2603846153846154,1.4173077138570638
NOR,ESP,reciprocal_asymmetry_candidate,13,12,10,2015,2021,3.2443076923076926,1.6366922970001514
HUN,LVA,reciprocal_asymmetry_candidate,13,11,8,2017,2022,3.1926923076923077,2.0105384565316715
HUN,SOM,external_target_salience,13,10,7,2015,2018,3.2331538461538463,1.6193076796256578
ISL,BGR,reciprocal_asymmetry_candidate,13,10,8,2020,2022,3.244769230769231,1.3049230747498
CZE,NER,external_target_salience,13,7,6,2016,2021,3.305923076923077,1.904076928111653
EST,IND,external_target_salience,13,11,9,2015,2021,3.2506153846153847,1.6075384731476123
HUN,IDN,external_target_salience,13,9,1,2021,2022,3.234769230769231,1.024153837790856
