country,target_iso3,source_year,analysis_scope,n_mentions,n_speeches,n_speakers,mean_concreteness,mean_sentiment
FRA,ESP,2022,reciprocal_asymmetry_candidate,3,3,3,3.1976666666666667,1.506333368519942
GRC,ESP,2015,reciprocal_asymmetry_candidate,9,8,7,3.2061111111111114,1.3455555252730846
GRC,ESP,2016,reciprocal_asymmetry_candidate,9,8,7,3.3111111111111113,2.642222179306878
GRC,ESP,2017,reciprocal_asymmetry_candidate,2,2,2,3.27,1.7050000429153442
GRC,ESP,2019,reciprocal_asymmetry_candidate,13,13,11,3.2213846153846153,2.207538461455932
GRC,ESP,2020,reciprocal_asymmetry_candidate,43,31,19,3.240255813953488,1.5941395306483257
GRC,ESP,2021,reciprocal_asymmetry_candidate,13,10,10,3.245076923076923,1.8961538249770036
HRV,ESP,2015,reciprocal_asymmetry_candidate,4,3,2,3.2737499999999997,1.0200000163167715
HRV,ESP,2016,reciprocal_asymmetry_candidate,1,1,1,3.269,3.802000045776367
HRV,ESP,2017,reciprocal_asymmetry_candidate,3,2,2,3.1940000000000004,1.7716666460037231
HRV,ESP,2018,reciprocal_asymmetry_candidate,2,2,1,3.2215,0.38249998539686203
HRV,ESP,2019,reciprocal_asymmetry_candidate,4,4,4,3.1875,4.093000054359436
HRV,ESP,2020,reciprocal_asymmetry_candidate,8,4,3,3.233375,2.371500078588724
HRV,ESP,2021,reciprocal_asymmetry_candidate,8,3,2,3.210875,2.8253750056028366
HRV,ESP,2022,reciprocal_asymmetry_candidate,2,2,2,3.2355,2.1260001086629927
HUN,ESP,2015,reciprocal_asymmetry_candidate,12,12,12,3.2426666666666666,1.0587500085433323
HUN,ESP,2016,reciprocal_asymmetry_candidate,4,4,4,3.2039999999999997,1.380249973386526
HUN,ESP,2017,reciprocal_asymmetry_candidate,2,2,2,3.222,0.4715000092983246
HUN,ESP,2018,reciprocal_asymmetry_candidate,8,5,2,3.2102500000000003,0.7683750092983246
HUN,ESP,2019,reciprocal_asymmetry_candidate,10,7,6,3.2445999999999997,2.5157999873161314
HUN,ESP,2020,reciprocal_asymmetry_candidate,3,3,2,3.233333333333333,1.265333314736684
HUN,ESP,2021,reciprocal_asymmetry_candidate,5,4,4,3.2678,1.4871999710798263
ISL,ESP,2017,reciprocal_asymmetry_candidate,3,2,1,3.206,2.365333398183187
ISL,ESP,2019,reciprocal_asymmetry_candidate,1,1,1,3.185,1.3289999961853027
ISL,ESP,2021,reciprocal_asymmetry_candidate,6,3,3,3.2596666666666665,1.0421666627128918
ISL,ESP,2022,reciprocal_asymmetry_candidate,3,3,3,3.296,1.5233333508173625
ITA,ESP,2013,reciprocal_asymmetry_candidate,2,1,1,3.2055,3.597000002861023
ITA,ESP,2014,reciprocal_asymmetry_candidate,12,10,10,3.206583333333333,1.6292500098546345
ITA,ESP,2015,reciprocal_asymmetry_candidate,12,11,11,3.205833333333333,1.6848333403468132
ITA,ESP,2017,reciprocal_asymmetry_candidate,9,8,8,3.241888888888889,1.2874444234702322
ITA,ESP,2019,reciprocal_asymmetry_candidate,2,2,2,3.2119999999999997,0.0840000007301569
ITA,ESP,2020,reciprocal_asymmetry_candidate,18,7,7,3.309277777777778,1.7774999911586444
ITA,ESP,2021,reciprocal_asymmetry_candidate,14,8,7,3.2445714285714287,2.5798571535519192
ITA,ESP,2022,reciprocal_asymmetry_candidate,1,1,1,3.166,3.193000078201294
LVA,ESP,2015,reciprocal_asymmetry_candidate,1,1,1,3.278,1.6540000438690186
LVA,ESP,2019,reciprocal_asymmetry_candidate,2,2,1,3.2424999999999997,3.38700008392334
LVA,ESP,2020,reciprocal_asymmetry_candidate,2,2,2,3.2175000000000002,3.7065000534057617
LVA,ESP,2021,reciprocal_asymmetry_candidate,1,1,1,3.268,1.0329999923706055
NLD,ESP,2015,reciprocal_asymmetry_candidate,8,7,7,3.264375,2.336625026538968
NLD,ESP,2016,reciprocal_asymmetry_candidate,16,14,13,3.257125,1.5626874940935522
NLD,ESP,2017,reciprocal_asymmetry_candidate,40,24,10,3.28165,1.8841750097111798
NLD,ESP,2018,reciprocal_asymmetry_candidate,23,20,10,3.259695652173913,1.5899130415333353
NLD,ESP,2019,reciprocal_asymmetry_candidate,13,10,8,3.2833076923076923,1.411999978698217
NLD,ESP,2020,reciprocal_asymmetry_candidate,7,7,5,3.2654285714285716,1.5457142886838742
NLD,ESP,2021,reciprocal_asymmetry_candidate,11,10,9,3.2790000000000004,1.1035454584793611
NLD,ESP,2022,reciprocal_asymmetry_candidate,7,6,5,3.236285714285714,2.0277142993041446
NOR,ESP,2015,reciprocal_asymmetry_candidate,3,3,3,3.2053333333333334,2.7606665889422097
NOR,ESP,2017,reciprocal_asymmetry_candidate,1,1,1,3.214,3.8420000076293945
NOR,ESP,2018,reciprocal_asymmetry_candidate,1,1,1,3.248,2.622999906539917
NOR,ESP,2020,reciprocal_asymmetry_candidate,2,2,2,3.2485,1.3085000589489937
NOR,ESP,2021,reciprocal_asymmetry_candidate,6,5,3,3.266833333333333,0.6521666770180067
POL,ESP,2016,reciprocal_asymmetry_candidate,6,5,5,3.25,2.9931666453679404
POL,ESP,2018,reciprocal_asymmetry_candidate,2,2,2,3.2195,2.5574999153614044
POL,ESP,2021,reciprocal_asymmetry_candidate,8,8,4,3.254,2.8647499941289425
POL,ESP,2022,reciprocal_asymmetry_candidate,2,2,2,3.2265,1.529499962925911
PRT,ESP,2015,reciprocal_asymmetry_candidate,3,2,1,3.227,0.7823333044846853
PRT,ESP,2016,reciprocal_asymmetry_candidate,10,8,7,3.1694,3.39680001437664
PRT,ESP,2017,reciprocal_asymmetry_candidate,3,3,3,3.140333333333333,3.4669999281565347
PRT,ESP,2018,reciprocal_asymmetry_candidate,7,4,4,3.186285714285714,1.738999968328114
PRT,ESP,2019,reciprocal_asymmetry_candidate,6,3,3,3.207333333333333,2.1806667434672513
PRT,ESP,2020,reciprocal_asymmetry_candidate,2,2,2,3.242,0.34849999845027924
PRT,ESP,2021,reciprocal_asymmetry_candidate,4,4,4,3.19075,1.652250051498413
PRT,ESP,2022,reciprocal_asymmetry_candidate,5,4,3,3.1474,1.3152000069618226
SVN,ESP,2015,reciprocal_asymmetry_candidate,9,7,7,3.229222222222222,1.3238888929287593
SVN,ESP,2016,reciprocal_asymmetry_candidate,7,6,5,3.2295714285714285,1.385000006960971
SVN,ESP,2017,reciprocal_asymmetry_candidate,2,2,1,3.2115,1.012000024318695
SVN,ESP,2018,reciprocal_asymmetry_candidate,6,4,4,3.2556666666666665,1.7826666633288066
SVN,ESP,2019,reciprocal_asymmetry_candidate,1,1,1,3.222,1.9709999561309814
SVN,ESP,2021,reciprocal_asymmetry_candidate,1,1,1,3.229,0.04800000041723251
SWE,ESP,2015,reciprocal_asymmetry_candidate,3,2,2,3.2769999999999997,1.6776666740576427
SWE,ESP,2016,reciprocal_asymmetry_candidate,1,1,1,3.222,0.2529999911785126
SWE,ESP,2017,reciprocal_asymmetry_candidate,1,1,1,3.286,0.19099999964237213
SWE,ESP,2018,reciprocal_asymmetry_candidate,4,4,3,3.242,1.378749992698431
SWE,ESP,2020,reciprocal_asymmetry_candidate,3,3,3,3.203,1.2796666870514553
SWE,ESP,2021,reciprocal_asymmetry_candidate,2,2,2,3.2515,2.1954999566078186
SWE,ESP,2022,reciprocal_asymmetry_candidate,3,3,2,3.2716666666666665,1.7573333581288655
TUR,ESP,2015,reciprocal_asymmetry_candidate,1,1,1,3.437,3.571000099182129
TUR,ESP,2016,reciprocal_asymmetry_candidate,5,5,3,3.2293999999999996,1.6676000475883483
TUR,ESP,2017,reciprocal_asymmetry_candidate,1,1,1,3.333,2.388000011444092
TUR,ESP,2019,reciprocal_asymmetry_candidate,2,2,2,3.249,1.9925000667572021
TUR,ESP,2020,reciprocal_asymmetry_candidate,1,1,1,3.234,1.2940000295639038
TUR,ESP,2021,reciprocal_asymmetry_candidate,2,2,2,3.207,2.7515000104904175
TUR,ESP,2022,reciprocal_asymmetry_candidate,2,1,1,3.332,0.110999999451451
UKR,ESP,2015,reciprocal_asymmetry_candidate,2,2,2,3.2085,3.2184998989105225
UKR,ESP,2019,reciprocal_asymmetry_candidate,1,1,1,3.222,0.13099999725818634
AUT,EST,2015,reciprocal_asymmetry_candidate,3,3,3,3.251,1.8126666396856308
AUT,EST,2017,reciprocal_asymmetry_candidate,1,1,1,3.225,0.9639999866485596
AUT,EST,2018,reciprocal_asymmetry_candidate,5,5,5,3.213,3.1462000370025636
AUT,EST,2019,reciprocal_asymmetry_candidate,1,1,1,3.218,1.3949999809265137
AUT,EST,2020,reciprocal_asymmetry_candidate,1,1,1,3.29,0.5569999814033508
AUT,EST,2021,reciprocal_asymmetry_candidate,1,1,1,3.264,3.0929999351501465
BEL,EST,2017,reciprocal_asymmetry_candidate,4,3,2,3.21875,3.31974995136261
BEL,EST,2018,reciprocal_asymmetry_candidate,4,3,3,3.1775,2.0532500445842743
BEL,EST,2022,reciprocal_asymmetry_candidate,2,2,2,3.226,3.666999936103821
BGR,EST,2015,reciprocal_asymmetry_candidate,1,1,1,3.2,3.6480000019073486
BGR,EST,2016,reciprocal_asymmetry_candidate,2,2,2,3.1555,2.3539999574422836
BGR,EST,2018,reciprocal_asymmetry_candidate,3,1,1,3.2536666666666663,1.4490000009536743
BGR,EST,2019,reciprocal_asymmetry_candidate,1,1,1,3.188,5.053999900817871
BIH,EST,2021,reciprocal_asymmetry_candidate,2,2,1,3.227,4.229999899864197
CZE,EST,2016,reciprocal_asymmetry_candidate,2,2,2,3.18,2.315999984741211
CZE,EST,2018,reciprocal_asymmetry_candidate,2,2,2,3.2775,3.8225001096725464
CZE,EST,2022,reciprocal_asymmetry_candidate,1,1,1,3.185,4.190999984741211
FIN,EST,2015,reciprocal_asymmetry_candidate,3,2,2,3.203333333333333,2.071333259344101
FIN,EST,2016,reciprocal_asymmetry_candidate,8,5,4,3.2665,3.0035000294446945
FIN,EST,2017,reciprocal_asymmetry_candidate,7,3,3,3.2337142857142855,1.9997142893927438
FIN,EST,2018,reciprocal_asymmetry_candidate,4,3,3,3.2707499999999996,0.5397500144317746
FIN,EST,2019,reciprocal_asymmetry_candidate,3,3,2,3.2270000000000003,3.0043333371480307
FIN,EST,2020,reciprocal_asymmetry_candidate,1,1,1,3.267,0.6420000195503235
FIN,EST,2021,reciprocal_asymmetry_candidate,7,6,6,3.2554285714285713,1.9622856634003776
GRC,EST,2017,reciprocal_asymmetry_candidate,1,1,1,3.214,0.3779999911785126
GRC,EST,2019,reciprocal_asymmetry_candidate,1,1,1,3.235,4.76200008392334
GRC,EST,2021,reciprocal_asymmetry_candidate,2,1,1,3.6695,2.962999939918518
HRV,EST,2017,reciprocal_asymmetry_candidate,6,3,3,3.3461666666666665,3.9768332640329995
HRV,EST,2018,reciprocal_asymmetry_candidate,1,1,1,3.222,5.306000232696533
HRV,EST,2020,reciprocal_asymmetry_candidate,19,11,8,3.251736842105263,3.439368486404419
HRV,EST,2021,reciprocal_asymmetry_candidate,20,5,3,3.29245,2.491599979996681
HUN,EST,2017,reciprocal_asymmetry_candidate,1,1,1,3.355,2.2090001106262207
HUN,EST,2020,reciprocal_asymmetry_candidate,2,2,1,3.195,0.4660000056028366
HUN,EST,2021,reciprocal_asymmetry_candidate,3,3,3,3.266666666666667,2.4236666162808738
ITA,EST,2015,reciprocal_asymmetry_candidate,1,1,1,3.252,2.809999942779541
ITA,EST,2017,reciprocal_asymmetry_candidate,2,1,1,3.221,2.7750000953674316
LVA,EST,2015,reciprocal_asymmetry_candidate,3,3,3,3.2289999999999996,0.5390000094970068
LVA,EST,2016,reciprocal_asymmetry_candidate,3,3,3,3.2396666666666665,1.237999973197778
LVA,EST,2017,reciprocal_asymmetry_candidate,1,1,1,3.2,3.510999917984009
LVA,EST,2018,reciprocal_asymmetry_candidate,14,10,10,3.2327857142857144,2.4275000020861626
LVA,EST,2019,reciprocal_asymmetry_candidate,14,8,7,3.316357142857143,2.1305000303047046
LVA,EST,2020,reciprocal_asymmetry_candidate,8,7,5,3.262,2.434875011444092
LVA,EST,2021,reciprocal_asymmetry_candidate,3,3,3,3.2076666666666664,2.4390000104904175
LVA,EST,2022,reciprocal_asymmetry_candidate,12,7,6,3.295666666666667,2.7864166547854743
NLD,EST,2015,reciprocal_asymmetry_candidate,4,4,3,3.245,0.8357499651610851
NLD,EST,2016,reciprocal_asymmetry_candidate,1,1,1,3.262,2.486999988555908
NLD,EST,2017,reciprocal_asymmetry_candidate,1,1,1,3.214,2.6489999294281006
NLD,EST,2018,reciprocal_asymmetry_candidate,6,6,4,3.2336666666666667,2.2738332574566207
NLD,EST,2019,reciprocal_asymmetry_candidate,1,1,1,3.3,0.34700000286102295
NLD,EST,2021,reciprocal_asymmetry_candidate,1,1,1,3.295,3.7739999294281006
NOR,EST,2016,reciprocal_asymmetry_candidate,1,1,1,3.243,2.510999917984009
NOR,EST,2019,reciprocal_asymmetry_candidate,1,1,1,3.154,0.9160000085830688
POL,EST,2016,reciprocal_asymmetry_candidate,4,4,4,3.177,1.4755000174045563
POL,EST,2017,reciprocal_asymmetry_candidate,2,2,2,3.234,1.511499971151352
POL,EST,2018,reciprocal_asymmetry_candidate,2,2,1,3.1755,3.791499972343445
POL,EST,2021,reciprocal_asymmetry_candidate,3,3,3,3.196,2.5713333090146384
POL,EST,2022,reciprocal_asymmetry_candidate,1,1,1,3.313,2.497999906539917
PRT,EST,2018,reciprocal_asymmetry_candidate,1,1,1,3.224,2.7899999618530273
SRB,EST,2019,reciprocal_asymmetry_candidate,1,1,1,3.272,4.923999786376953
SVN,EST,2015,reciprocal_asymmetry_candidate,3,3,3,3.2976666666666667,2.615666707356771
SVN,EST,2017,reciprocal_asymmetry_candidate,1,1,1,3.231,2.746000051498413
SVN,EST,2018,reciprocal_asymmetry_candidate,2,1,1,3.1845,1.8610000610351562
SWE,EST,2015,reciprocal_asymmetry_candidate,5,3,3,3.2906,3.2842000484466554
SWE,EST,2016,reciprocal_asymmetry_candidate,2,2,2,3.245,1.9900000244379044
SWE,EST,2017,reciprocal_asymmetry_candidate,2,2,2,3.1965,1.6154999434947968
SWE,EST,2019,reciprocal_asymmetry_candidate,2,1,1,3.297,3.007999897003174
TUR,EST,2016,reciprocal_asymmetry_candidate,1,1,1,3.26,1.3329999446868896
UKR,EST,2016,reciprocal_asymmetry_candidate,1,1,1,3.393,3.7880001068115234
AUT,ETH,2015,external_target_salience,7,4,3,3.2668571428571433,0.8184285839420876
AUT,ETH,2016,external_target_salience,9,5,5,3.230888888888889,1.3291110783401463
AUT,ETH,2017,external_target_salience,4,2,2,3.27925,1.7057499960064888
AUT,ETH,2018,external_target_salience,2,2,2,3.247,1.2655000165104866
AUT,ETH,2021,external_target_salience,1,1,1,3.2,2.808000087738037
BEL,ETH,2015,external_target_salience,2,2,2,3.2525,1.925499975681305
BEL,ETH,2016,external_target_salience,7,4,3,3.2181428571428574,2.1401428197111403
BEL,ETH,2017,external_target_salience,4,4,4,3.2415,1.8280000239610672
BEL,ETH,2018,external_target_salience,5,4,2,3.221,2.571399998664856
BEL,ETH,2019,external_target_salience,3,3,3,3.2880000000000003,2.869333267211914
BEL,ETH,2020,external_target_salience,14,6,4,3.258785714285714,2.325642863554614
BEL,ETH,2021,external_target_salience,1,1,1,3.2,2.3480000495910645
BEL,ETH,2022,external_target_salience,4,3,3,3.27425,2.4264999628067017
CZE,ETH,2016,external_target_salience,1,1,1,3.212,4.2230000495910645
CZE,ETH,2017,external_target_salience,5,3,3,3.2664,1.911800003051758
ESP,ETH,2017,external_target_salience,2,1,1,3.232,1.4429999887943268
EST,ETH,2018,external_target_salience,2,2,2,3.2155,1.5705000162124634
FIN,ETH,2016,external_target_salience,8,6,4,3.2251250000000002,2.102999996393919
FIN,ETH,2021,external_target_salience,1,1,1,3.234,0.6940000057220459
FRA,ETH,2018,external_target_salience,3,3,3,3.231,0.992000013589859
FRA,ETH,2019,external_target_salience,5,4,3,3.2296,2.8188000202178953
GRC,ETH,2015,external_target_salience,1,1,1,3.211,0.48500001430511475
GRC,ETH,2017,external_target_salience,1,1,1,3.2,3.614000082015991
GRC,ETH,2019,external_target_salience,2,2,2,3.238,0.9484999924898148
GRC,ETH,2020,external_target_salience,3,3,2,3.2453333333333334,0.6450000001738468
HRV,ETH,2016,external_target_salience,2,2,2,3.13,3.4884999990463257
HUN,ETH,2017,external_target_salience,1,1,1,3.175,3.187000036239624
HUN,ETH,2019,external_target_salience,1,1,1,3.146,3.1640000343322754
ISL,ETH,2015,external_target_salience,3,1,1,3.2729999999999997,0.6233333349227905
ISL,ETH,2022,external_target_salience,1,1,1,3.216,1.1670000553131104
ITA,ETH,2014,external_target_salience,1,1,1,3.164,0.2980000078678131
ITA,ETH,2015,external_target_salience,2,2,2,3.2115,1.7249999642372131
ITA,ETH,2017,external_target_salience,5,4,4,3.219,1.1627999901771546
ITA,ETH,2021,external_target_salience,6,4,4,3.236166666666667,1.5266666462024052
LVA,ETH,2018,external_target_salience,2,2,2,3.277,1.8434999585151672
NLD,ETH,2015,external_target_salience,12,7,4,3.2968333333333333,1.5449166760469477
NLD,ETH,2016,external_target_salience,9,8,5,3.2411111111111115,2.809777763154772
NLD,ETH,2017,external_target_salience,3,3,3,3.3066666666666666,2.6973333756128945
NLD,ETH,2018,external_target_salience,2,1,1,3.265,1.3179999589920044
NLD,ETH,2019,external_target_salience,2,2,1,3.25,1.8204999417066574
NLD,ETH,2020,external_target_salience,3,3,3,3.2153333333333336,1.6206666653354962
NLD,ETH,2021,external_target_salience,1,1,1,3.309,2.2829999923706055
NLD,ETH,2022,external_target_salience,6,3,3,3.280333333333333,0.8963333517313004
NOR,ETH,2015,external_target_salience,4,3,3,3.20225,3.6710000038146973
NOR,ETH,2016,external_target_salience,3,2,2,3.326,0.7463333457708359
NOR,ETH,2017,external_target_salience,1,1,1,3.173,3.6029999256134033
NOR,ETH,2019,external_target_salience,1,1,1,3.276,3.684999942779541
NOR,ETH,2020,external_target_salience,2,1,1,3.2249999999999996,2.9320000410079956
PRT,ETH,2016,external_target_salience,1,1,1,3.162,5.184999942779541
PRT,ETH,2021,external_target_salience,1,1,1,3.133,1.4670000076293945
SVN,ETH,2015,external_target_salience,2,2,2,3.2394999999999996,2.259999990463257
SVN,ETH,2019,external_target_salience,1,1,1,3.256,2.7149999141693115
SWE,ETH,2015,external_target_salience,1,1,1,3.475,2.2860000133514404
SWE,ETH,2016,external_target_salience,3,3,3,3.231,0.6493333565692107
SWE,ETH,2017,external_target_salience,2,1,1,3.3235,0.34849999099969864
SWE,ETH,2020,external_target_salience,6,3,3,3.3038333333333334,2.5446666975816092
SWE,ETH,2021,external_target_salience,5,5,4,3.2586,2.2675999879837034
SWE,ETH,2022,external_target_salience,2,2,2,3.238,2.015999957919121
TUR,ETH,2017,external_target_salience,1,1,1,3.216,3.315999984741211
TUR,ETH,2021,external_target_salience,1,1,1,3.168,3.3340001106262207
AUT,FIN,2015,reciprocal_asymmetry_candidate,1,1,1,3.187,1.218000054359436
AUT,FIN,2019,reciprocal_asymmetry_candidate,2,2,2,3.2355,3.0399999618530273
AUT,FIN,2020,reciprocal_asymmetry_candidate,2,1,1,3.2545,2.6550000309944153
AUT,FIN,2022,reciprocal_asymmetry_candidate,1,1,1,3.275,4.61899995803833
BEL,FIN,2015,reciprocal_asymmetry_candidate,7,5,3,3.260142857142857,2.5181428704942976
BEL,FIN,2016,reciprocal_asymmetry_candidate,1,1,1,3.163,0.9380000233650208
BEL,FIN,2017,reciprocal_asymmetry_candidate,6,4,3,3.2693333333333334,1.9356666753689449
BEL,FIN,2018,reciprocal_asymmetry_candidate,2,2,2,3.238,1.4330000132322311
BEL,FIN,2019,reciprocal_asymmetry_candidate,1,1,1,3.24,2.5899999141693115
BEL,FIN,2020,reciprocal_asymmetry_candidate,2,2,2,3.21,2.8935000896453857
BEL,FIN,2021,reciprocal_asymmetry_candidate,2,2,2,3.305,2.7010000348091125
BEL,FIN,2022,reciprocal_asymmetry_candidate,3,3,3,3.2453333333333334,1.9040000240008037
BGR,FIN,2015,reciprocal_asymmetry_candidate,1,1,1,3.16,1.9789999723434448
BGR,FIN,2019,reciprocal_asymmetry_candidate,2,2,2,3.1864999999999997,2.271000027656555
CZE,FIN,2015,reciprocal_asymmetry_candidate,2,2,2,3.212,1.7710000574588776
CZE,FIN,2016,reciprocal_asymmetry_candidate,3,2,2,3.207333333333333,3.4570000966389975
CZE,FIN,2018,reciprocal_asymmetry_candidate,2,2,2,3.2714999999999996,4.297000050544739
CZE,FIN,2019,reciprocal_asymmetry_candidate,1,1,1,3.181,-0.0020000000949949026
CZE,FIN,2022,reciprocal_asymmetry_candidate,1,1,1,3.259,4.035999774932861
ESP,FIN,2016,reciprocal_asymmetry_candidate,1,1,1,3.189,2.7730000019073486
ESP,FIN,2017,reciprocal_asymmetry_candidate,2,2,2,3.21,0.917000025510788
ESP,FIN,2022,reciprocal_asymmetry_candidate,1,1,1,3.212,-0.01600000075995922
EST,FIN,2015,reciprocal_asymmetry_candidate,50,37,17,3.2823,1.6406399971991776
EST,FIN,2016,reciprocal_asymmetry_candidate,64,38,20,3.281796875,1.8111249986686744
EST,FIN,2017,reciprocal_asymmetry_candidate,23,20,10,3.252652173913044,2.0416087117855963
EST,FIN,2018,reciprocal_asymmetry_candidate,19,11,11,3.270947368421053,1.998421048647479
EST,FIN,2019,reciprocal_asymmetry_candidate,28,15,8,3.277107142857143,1.8138928440332944
EST,FIN,2020,reciprocal_asymmetry_candidate,37,15,12,3.2884324324324323,2.1888378353135005
EST,FIN,2021,reciprocal_asymmetry_candidate,97,38,21,3.2986288659793814,2.0047113262981022
EST,FIN,2022,reciprocal_asymmetry_candidate,21,14,11,3.2760000000000002,1.9828571307783325
FRA,FIN,2018,reciprocal_asymmetry_candidate,2,2,2,3.192,0.5400000065565109
GRC,FIN,2015,reciprocal_asymmetry_candidate,1,1,1,3.216,1.9759999513626099
GRC,FIN,2016,reciprocal_asymmetry_candidate,2,2,2,3.2489999999999997,2.3545000553131104
GRC,FIN,2019,reciprocal_asymmetry_candidate,2,2,2,3.31,2.6710000038146973
GRC,FIN,2020,reciprocal_asymmetry_candidate,2,2,2,3.2270000000000003,3.2324999570846558
GRC,FIN,2021,reciprocal_asymmetry_candidate,4,3,3,3.49175,3.5625
HRV,FIN,2015,reciprocal_asymmetry_candidate,1,1,1,3.224,4.814000129699707
HRV,FIN,2017,reciprocal_asymmetry_candidate,1,1,1,3.21,3.5969998836517334
HRV,FIN,2018,reciprocal_asymmetry_candidate,1,1,1,3.258,3.072000026702881
HRV,FIN,2019,reciprocal_asymmetry_candidate,2,2,2,3.149,3.884000062942505
HRV,FIN,2020,reciprocal_asymmetry_candidate,3,2,2,3.2273333333333327,3.2189999421437583
HRV,FIN,2021,reciprocal_asymmetry_candidate,1,1,1,3.208,2.0360000133514404
HRV,FIN,2022,reciprocal_asymmetry_candidate,11,7,3,3.2249090909090907,2.015636295080185
HUN,FIN,2015,reciprocal_asymmetry_candidate,1,1,1,3.192,3.046999931335449
HUN,FIN,2016,reciprocal_asymmetry_candidate,2,2,2,3.2235,2.151499956846237
HUN,FIN,2018,reciprocal_asymmetry_candidate,7,5,4,3.2220000000000004,0.6331428587436676
HUN,FIN,2019,reciprocal_asymmetry_candidate,3,3,2,3.236,2.4100000262260437
HUN,FIN,2020,reciprocal_asymmetry_candidate,1,1,1,3.226,0.7879999876022339
HUN,FIN,2022,reciprocal_asymmetry_candidate,3,2,2,3.265,1.2270000179608662
ISL,FIN,2015,reciprocal_asymmetry_candidate,1,1,1,3.183,1.8919999599456787
ISL,FIN,2016,reciprocal_asymmetry_candidate,4,4,4,3.2235,1.9845000505447388
ISL,FIN,2017,reciprocal_asymmetry_candidate,1,1,1,3.142,0.20800000429153442
ISL,FIN,2018,reciprocal_asymmetry_candidate,1,1,1,3.246,1.7619999647140503
ISL,FIN,2019,reciprocal_asymmetry_candidate,4,3,3,3.2235,2.978749990463257
ISL,FIN,2020,reciprocal_asymmetry_candidate,4,4,4,3.2407500000000002,2.1787500381469727
ISL,FIN,2021,reciprocal_asymmetry_candidate,14,11,4,3.2087857142857144,2.353214272430965
ISL,FIN,2022,reciprocal_asymmetry_candidate,13,10,4,3.2075384615384617,1.8405384833996112
ITA,FIN,2013,reciprocal_asymmetry_candidate,3,3,3,3.1943333333333332,3.0803333520889282
ITA,FIN,2014,reciprocal_asymmetry_candidate,2,1,1,3.215,0.5909999907016754
ITA,FIN,2015,reciprocal_asymmetry_candidate,2,2,2,3.2045,3.416000008583069
ITA,FIN,2019,reciprocal_asymmetry_candidate,1,1,1,3.164,0.5040000081062317
ITA,FIN,2020,reciprocal_asymmetry_candidate,2,2,2,3.3845,1.6615000367164612
ITA,FIN,2022,reciprocal_asymmetry_candidate,3,2,2,3.1413333333333333,4.233333349227905
LVA,FIN,2015,reciprocal_asymmetry_candidate,3,2,2,3.2556666666666665,1.168333351612091
LVA,FIN,2016,reciprocal_asymmetry_candidate,1,1,1,3.231,0.14800000190734863
LVA,FIN,2018,reciprocal_asymmetry_candidate,1,1,1,3.225,2.559999942779541
LVA,FIN,2019,reciprocal_asymmetry_candidate,4,2,1,3.28475,2.7917499393224716
LVA,FIN,2022,reciprocal_asymmetry_candidate,2,2,2,3.4585,2.2510000467300415
NLD,FIN,2015,reciprocal_asymmetry_candidate,3,3,2,3.2976666666666667,1.908666690190633
NLD,FIN,2016,reciprocal_asymmetry_candidate,4,4,4,3.25625,2.4717499651014805
NLD,FIN,2017,reciprocal_asymmetry_candidate,2,2,2,3.1574999999999998,3.606000065803528
NLD,FIN,2018,reciprocal_asymmetry_candidate,4,4,3,3.2555,2.7147499918937683
NLD,FIN,2019,reciprocal_asymmetry_candidate,4,4,4,3.228,2.716500051319599
NLD,FIN,2020,reciprocal_asymmetry_candidate,1,1,1,3.291,3.561000108718872
NLD,FIN,2021,reciprocal_asymmetry_candidate,1,1,1,3.26,3.252000093460083
NLD,FIN,2022,reciprocal_asymmetry_candidate,2,2,2,3.231,0.15550000220537186
NOR,FIN,2015,reciprocal_asymmetry_candidate,13,10,8,3.2393076923076927,2.25392308143469
NOR,FIN,2016,reciprocal_asymmetry_candidate,14,13,8,3.226785714285714,3.1840714471680776
NOR,FIN,2017,reciprocal_asymmetry_candidate,3,3,3,3.2259999999999995,3.564000050226847
NOR,FIN,2018,reciprocal_asymmetry_candidate,5,5,5,3.2638,3.0160000801086424
NOR,FIN,2019,reciprocal_asymmetry_candidate,3,3,2,3.1776666666666666,1.2973333199818928
NOR,FIN,2020,reciprocal_asymmetry_candidate,7,6,5,3.245142857142857,1.940714307129383
NOR,FIN,2021,reciprocal_asymmetry_candidate,4,3,3,3.28925,2.7899999991059303
NOR,FIN,2022,reciprocal_asymmetry_candidate,16,9,7,3.2063125,3.3673125244677067
POL,FIN,2016,reciprocal_asymmetry_candidate,2,2,2,3.2645,2.9140000343322754
POL,FIN,2019,reciprocal_asymmetry_candidate,1,1,1,3.224,3.9000000953674316
POL,FIN,2022,reciprocal_asymmetry_candidate,1,1,1,3.248,0.8080000281333923
PRT,FIN,2021,reciprocal_asymmetry_candidate,1,1,1,3.221,0.3659999966621399
PRT,FIN,2022,reciprocal_asymmetry_candidate,2,2,2,3.2279999999999998,2.1829999834299088
SRB,FIN,2015,reciprocal_asymmetry_candidate,3,2,2,3.326333333333333,3.4836666584014893
SVN,FIN,2015,reciprocal_asymmetry_candidate,4,4,3,3.239,2.6362499594688416
SVN,FIN,2016,reciprocal_asymmetry_candidate,4,4,4,3.21625,1.488000012934208
SVN,FIN,2017,reciprocal_asymmetry_candidate,2,1,1,3.229,2.6890000104904175
